"year","year_final","delta_years","size","sizeNext","surv","fec","stage","stageNext","number","damagedNext","site_code","growth_rate","recruit","Ploidy_level","geneticSexID","n_small_trees","n_medium_trees","Cos.aspect","Elevation","basal_area_density_live","plot_area_m2","SWE.0","SWE.1","SWE.2","SWE.3","SWE.4","SWE.5","PPT.0","PPT.1","PPT.2","PPT.3","PPT.4","PPT.5"
2018,2020,2,25.2,25.2,TRUE,0,"continuous","continuous",1,FALSE,"AEBVG",0,FALSE,"unknown","male",14,17,-0.688123057548107,2998.31893139829,0.0024210219478738,91.6088417786784,108.14754486084,587.803283691406,9.81967258453369,96.3442611694336,17.3278694152832,3.04918026924133,45.3240024447441,62.3730035424232,49.4630022346973,99.4510053992271,93.3890036642551,105.331004858017
2018,2020,2,15.7,15.9,TRUE,0,"continuous","continuous",1,FALSE,"AEBVG",0.100000000000001,FALSE,"unknown","male",14,17,-0.688123057548107,2998.31893139829,0.0024210219478738,91.6088417786784,108.14754486084,587.803283691406,9.81967258453369,96.3442611694336,17.3278694152832,3.04918026924133,45.3240024447441,62.3730035424232,49.4630022346973,99.4510053992271,93.3890036642551,105.331004858017
2018,2020,2,27.3,27.5,TRUE,0,"continuous","continuous",1,FALSE,"AEBVG",0.0999999999999996,FALSE,"unknown","male",14,17,-0.688123057548107,2998.31893139829,0.0024210219478738,91.6088417786784,108.14754486084,587.803283691406,9.81967258453369,96.3442611694336,17.3278694152832,3.04918026924133,45.3240024447441,62.3730035424232,49.4630022346973,99.4510053992271,93.3890036642551,105.331004858017
2018,2020,2,8.1,8.7,TRUE,0,"continuous","continuous",1,FALSE,"AEBVG",0.3,FALSE,"unknown","male",14,17,-0.688123057548107,2998.31893139829,0.0024210219478738,91.6088417786784,108.14754486084,587.803283691406,9.81967258453369,96.3442611694336,17.3278694152832,3.04918026924133,45.3240024447441,62.3730035424232,49.4630022346973,99.4510053992271,93.3890036642551,105.331004858017
2018,2020,2,10.9,11.2,TRUE,0,"continuous","continuous",1,FALSE,"AEBVG",0.149999999999999,FALSE,"unknown","male",14,17,-0.688123057548107,2998.31893139829,0.0024210219478738,91.6088417786784,108.14754486084,587.803283691406,9.81967258453369,96.3442611694336,17.3278694152832,3.04918026924133,45.3240024447441,62.3730035424232,49.4630022346973,99.4510053992271,93.3890036642551,105.331004858017
2018,2020,2,6.7,6.9,TRUE,0,"continuous","continuous",1,FALSE,"AEBVG",0.1,FALSE,"unknown","male",14,17,-0.688123057548107,2998.31893139829,0.0024210219478738,91.6088417786784,108.14754486084,587.803283691406,9.81967258453369,96.3442611694336,17.3278694152832,3.04918026924133,45.3240024447441,62.3730035424232,49.4630022346973,99.4510053992271,93.3890036642551,105.331004858017
2018,2020,2,11.4,11.3,TRUE,0,"continuous","continuous",1,FALSE,"AEBVG",-0.0499999999999998,FALSE,"unknown","male",14,17,-0.688123057548107,2998.31893139829,0.0024210219478738,91.6088417786784,108.14754486084,587.803283691406,9.81967258453369,96.3442611694336,17.3278694152832,3.04918026924133,45.3240024447441,62.3730035424232,49.4630022346973,99.4510053992271,93.3890036642551,105.331004858017
2018,2020,2,12.4,12.7,TRUE,0,"continuous","continuous",1,FALSE,"AEBVG",0.149999999999999,FALSE,"unknown","male",14,17,-0.688123057548107,2998.31893139829,0.0024210219478738,91.6088417786784,108.14754486084,587.803283691406,9.81967258453369,96.3442611694336,17.3278694152832,3.04918026924133,45.3240024447441,62.3730035424232,49.4630022346973,99.4510053992271,93.3890036642551,105.331004858017
2018,2020,2,23.9,24,TRUE,0,"continuous","continuous",1,FALSE,"AEBVG",0.0500000000000007,FALSE,"unknown","male",14,17,-0.688123057548107,2998.31893139829,0.0024210219478738,91.6088417786784,108.14754486084,587.803283691406,9.81967258453369,96.3442611694336,17.3278694152832,3.04918026924133,45.3240024447441,62.3730035424232,49.4630022346973,99.4510053992271,93.3890036642551,105.331004858017
2018,2020,2,7.9,8.2,TRUE,0,"continuous","continuous",1,FALSE,"AEBVG",0.149999999999999,FALSE,"unknown","male",14,17,-0.688123057548107,2998.31893139829,0.0024210219478738,91.6088417786784,108.14754486084,587.803283691406,9.81967258453369,96.3442611694336,17.3278694152832,3.04918026924133,45.3240024447441,62.3730035424232,49.4630022346973,99.4510053992271,93.3890036642551,105.331004858017
2018,2020,2,7.1,8.5,TRUE,0,"continuous","continuous",1,FALSE,"AEBVG",0.7,FALSE,"unknown","male",14,17,-0.688123057548107,2998.31893139829,0.0024210219478738,91.6088417786784,108.14754486084,587.803283691406,9.81967258453369,96.3442611694336,17.3278694152832,3.04918026924133,45.3240024447441,62.3730035424232,49.4630022346973,99.4510053992271,93.3890036642551,105.331004858017
2018,2020,2,5,5.5,TRUE,0,"new_5_cm","continuous",1,TRUE,"AEBVG",0.25,TRUE,"unknown","male",14,17,-0.688123057548107,2998.31893139829,0.0024210219478738,91.6088417786784,108.14754486084,587.803283691406,9.81967258453369,96.3442611694336,17.3278694152832,3.04918026924133,45.3240024447441,62.3730035424232,49.4630022346973,99.4510053992271,93.3890036642551,105.331004858017
2018,2020,2,5,5.1,TRUE,0,"new_5_cm","continuous",1,TRUE,"AEBVG",0.0499999999999998,TRUE,"unknown","male",14,17,-0.688123057548107,2998.31893139829,0.0024210219478738,91.6088417786784,108.14754486084,587.803283691406,9.81967258453369,96.3442611694336,17.3278694152832,3.04918026924133,45.3240024447441,62.3730035424232,49.4630022346973,99.4510053992271,93.3890036642551,105.331004858017
2020,2023,3,25.2,25.2,TRUE,0,"continuous","continuous",1,FALSE,"AEBVG",0,FALSE,"unknown","male",14,19,-0.688123057548107,2998.31893139829,0.00235456792091837,98.5203456165759,213.262298583984,85.4098358154297,32.803279876709,108.14754486084,587.803283691406,9.81967258453369,28.7269997000694,87.7169999480247,118.308000743389,45.3240024447441,62.3730035424232,49.4630022346973
2018,2023,5,33.5,34.6,TRUE,0,"continuous","continuous",1,FALSE,"AFOG",0.22,FALSE,"triploid","male",7,1,-0.761077734120201,3038.44912436466,0.00352623078636667,141.026094219646,243.983612060547,51.0655746459961,19.2786884307861,37.163932800293,483.475402832031,11.6065578460693,25.6779993772507,85.2079998850822,115.853000044823,44.2280021905899,59.8820032775402,43.352001786232
2018,2020,2,19,19.5,TRUE,0,"continuous","continuous",1,FALSE,"AGXLZ",0.25,FALSE,"triploid","male",4,1,-0.799952761691742,3097.72397142707,0.00684324845679012,40.7150407905237,76.0327835083008,565.672119140625,48.2950820922852,368.032775878906,154.29508972168,322.540985107422,43.8880019187927,59.9350039064884,43.6390019953251,98.2850040197372,95.1930052042007,111.297005772591
2018,2020,2,20.5,20.9,TRUE,0,"continuous","continuous",1,FALSE,"AGXLZ",0.199999999999999,FALSE,"triploid","male",4,1,-0.799952761691742,3097.72397142707,0.00684324845679012,40.7150407905237,76.0327835083008,565.672119140625,48.2950820922852,368.032775878906,154.29508972168,322.540985107422,43.8880019187927,59.9350039064884,43.6390019953251,98.2850040197372,95.1930052042007,111.297005772591
2018,2020,2,9,9.2,TRUE,0,"continuous","continuous",1,FALSE,"AGXLZ",0.0999999999999996,FALSE,"triploid","male",4,1,-0.799952761691742,3097.72397142707,0.00684324845679012,40.7150407905237,76.0327835083008,565.672119140625,48.2950820922852,368.032775878906,154.29508972168,322.540985107422,43.8880019187927,59.9350039064884,43.6390019953251,98.2850040197372,95.1930052042007,111.297005772591
2018,2020,2,17.5,18,TRUE,0,"continuous","continuous",1,FALSE,"AGXLZ",0.25,FALSE,"triploid","male",4,1,-0.799952761691742,3097.72397142707,0.00684324845679012,40.7150407905237,76.0327835083008,565.672119140625,48.2950820922852,368.032775878906,154.29508972168,322.540985107422,43.8880019187927,59.9350039064884,43.6390019953251,98.2850040197372,95.1930052042007,111.297005772591
2018,2020,2,15.3,15.5,TRUE,0,"continuous","continuous",1,FALSE,"AGXLZ",0.0999999999999996,FALSE,"triploid","male",4,1,-0.799952761691742,3097.72397142707,0.00684324845679012,40.7150407905237,76.0327835083008,565.672119140625,48.2950820922852,368.032775878906,154.29508972168,322.540985107422,43.8880019187927,59.9350039064884,43.6390019953251,98.2850040197372,95.1930052042007,111.297005772591
2018,2020,2,18.5,18.9,TRUE,0,"continuous","continuous",1,FALSE,"AGXLZ",0.199999999999999,FALSE,"triploid","male",4,1,-0.799952761691742,3097.72397142707,0.00684324845679012,40.7150407905237,76.0327835083008,565.672119140625,48.2950820922852,368.032775878906,154.29508972168,322.540985107422,43.8880019187927,59.9350039064884,43.6390019953251,98.2850040197372,95.1930052042007,111.297005772591
2018,2020,2,23.1,23.5,TRUE,0,"continuous","continuous",1,FALSE,"AGXLZ",0.199999999999999,FALSE,"triploid","male",4,1,-0.799952761691742,3097.72397142707,0.00684324845679012,40.7150407905237,76.0327835083008,565.672119140625,48.2950820922852,368.032775878906,154.29508972168,322.540985107422,43.8880019187927,59.9350039064884,43.6390019953251,98.2850040197372,95.1930052042007,111.297005772591
2018,2020,2,14.2,14.2,TRUE,0,"continuous","continuous",1,TRUE,"AGXLZ",0,FALSE,"triploid","male",4,1,-0.799952761691742,3097.72397142707,0.00684324845679012,40.7150407905237,76.0327835083008,565.672119140625,48.2950820922852,368.032775878906,154.29508972168,322.540985107422,43.8880019187927,59.9350039064884,43.6390019953251,98.2850040197372,95.1930052042007,111.297005772591
2018,2020,2,20.3,20.7,TRUE,0,"continuous","continuous",1,FALSE,"AGXLZ",0.199999999999999,FALSE,"triploid","male",4,1,-0.799952761691742,3097.72397142707,0.00684324845679012,40.7150407905237,76.0327835083008,565.672119140625,48.2950820922852,368.032775878906,154.29508972168,322.540985107422,43.8880019187927,59.9350039064884,43.6390019953251,98.2850040197372,95.1930052042007,111.297005772591
2018,2020,2,25.6,26,TRUE,0,"continuous","continuous",1,FALSE,"AGXLZ",0.199999999999999,FALSE,"triploid","male",4,1,-0.799952761691742,3097.72397142707,0.00684324845679012,40.7150407905237,76.0327835083008,565.672119140625,48.2950820922852,368.032775878906,154.29508972168,322.540985107422,43.8880019187927,59.9350039064884,43.6390019953251,98.2850040197372,95.1930052042007,111.297005772591
2020,2023,3,19.5,20,TRUE,0,"continuous","continuous",1,FALSE,"AGXLZ",0.166666666666667,FALSE,"triploid","male",3,1,-0.799952761691742,3097.72397142707,0.00796180795847751,36.316811075498,244.065567016602,60.7213096618652,37.6393432617188,76.0327835083008,565.672119140625,48.2950820922852,25.3650003969669,85.0190003812313,115.498000353575,43.8880019187927,59.9350039064884,43.6390019953251
2018,2023,5,39.9,40,TRUE,0,"continuous","continuous",1,FALSE,"AHQT",0.0200000000000003,FALSE,"triploid","male",0,0,-0.707160939518721,2816.8105873408,0.00686469179508538,75.4296396126909,204.344268798828,18.9016399383545,9.77049160003662,5.0819673538208,315.344268798828,13.6065578460693,28.2569996714592,82.9989991486073,113.185000658035,44.0510024130344,60.6560020744801,46.9070017039776
2018,2023,5,29.3335,29.6,TRUE,0,"continuous","continuous",1,FALSE,"AHYY",0.0533000000000001,FALSE,"triploid","female",0,0,-0.55359319543508,2804.53627225658,0.00424400658433364,102.070345315132,204.344268798828,18.9016399383545,9.77049160003662,5.0819673538208,315.344268798828,13.6065578460693,28.2569996714592,82.9989991486073,113.185000658035,44.0510024130344,60.6560020744801,46.9070017039776
2018,2020,2,35.9,36.1,TRUE,0,"continuous","continuous",1,FALSE,"AMYCG",0.100000000000001,FALSE,"triploid","male",1,4,-0.893537142486394,2949.49750603777,0.00597542,78.5398163397448,11.9016389846802,187.786880493164,1.81967222690582,46.1803283691406,16.5573768615723,0.721311450004578,48.3040021657944,59.4230034947395,35.7930016219616,95.9410035312176,94.0120040476322,145.052007704973
2018,2020,2,14.7,15.2,TRUE,0,"continuous","continuous",1,FALSE,"AMYCG",0.25,FALSE,"triploid","male",1,4,-0.893537142486394,2949.49750603777,0.00597542,78.5398163397448,11.9016389846802,187.786880493164,1.81967222690582,46.1803283691406,16.5573768615723,0.721311450004578,48.3040021657944,59.4230034947395,35.7930016219616,95.9410035312176,94.0120040476322,145.052007704973
2018,2020,2,36,36.1,TRUE,0,"continuous","continuous",1,TRUE,"AMYCG",0.0500000000000007,FALSE,"triploid","male",1,4,-0.893537142486394,2949.49750603777,0.00597542,78.5398163397448,11.9016389846802,187.786880493164,1.81967222690582,46.1803283691406,16.5573768615723,0.721311450004578,48.3040021657944,59.4230034947395,35.7930016219616,95.9410035312176,94.0120040476322,145.052007704973
2018,2020,2,6.1,6,TRUE,0,"continuous","continuous",1,FALSE,"AMYCG",-0.0499999999999998,FALSE,"triploid","male",1,4,-0.893537142486394,2949.49750603777,0.00597542,78.5398163397448,11.9016389846802,187.786880493164,1.81967222690582,46.1803283691406,16.5573768615723,0.721311450004578,48.3040021657944,59.4230034947395,35.7930016219616,95.9410035312176,94.0120040476322,145.052007704973
2018,2020,2,37.9,38.2,TRUE,0,"continuous","continuous",1,FALSE,"AMYCG",0.150000000000002,FALSE,"triploid","male",1,4,-0.893537142486394,2949.49750603777,0.00597542,78.5398163397448,11.9016389846802,187.786880493164,1.81967222690582,46.1803283691406,16.5573768615723,0.721311450004578,48.3040021657944,59.4230034947395,35.7930016219616,95.9410035312176,94.0120040476322,145.052007704973
2018,2020,2,6.3,6.7,TRUE,0,"continuous","continuous",1,FALSE,"AMYCG",0.2,FALSE,"triploid","male",1,4,-0.893537142486394,2949.49750603777,0.00597542,78.5398163397448,11.9016389846802,187.786880493164,1.81967222690582,46.1803283691406,16.5573768615723,0.721311450004578,48.3040021657944,59.4230034947395,35.7930016219616,95.9410035312176,94.0120040476322,145.052007704973
2018,2020,2,34.2,33.9,TRUE,0,"continuous","continuous",1,FALSE,"AMYCG",-0.150000000000002,FALSE,"triploid","male",1,4,-0.893537142486394,2949.49750603777,0.00597542,78.5398163397448,11.9016389846802,187.786880493164,1.81967222690582,46.1803283691406,16.5573768615723,0.721311450004578,48.3040021657944,59.4230034947395,35.7930016219616,95.9410035312176,94.0120040476322,145.052007704973
2018,2020,2,20.9,21.2,TRUE,0,"continuous","continuous",1,FALSE,"AMYCG",0.15,FALSE,"triploid","male",1,4,-0.893537142486394,2949.49750603777,0.00597542,78.5398163397448,11.9016389846802,187.786880493164,1.81967222690582,46.1803283691406,16.5573768615723,0.721311450004578,48.3040021657944,59.4230034947395,35.7930016219616,95.9410035312176,94.0120040476322,145.052007704973
2018,2020,2,7.4,7.8,TRUE,0,"continuous","continuous",1,FALSE,"AMYCG",0.2,FALSE,"triploid","male",1,4,-0.893537142486394,2949.49750603777,0.00597542,78.5398163397448,11.9016389846802,187.786880493164,1.81967222690582,46.1803283691406,16.5573768615723,0.721311450004578,48.3040021657944,59.4230034947395,35.7930016219616,95.9410035312176,94.0120040476322,145.052007704973
2018,2020,2,5,5.9,TRUE,0,"new_5_cm","continuous",1,FALSE,"AMYCG",0.45,TRUE,"triploid","male",1,4,-0.893537142486394,2949.49750603777,0.00597542,78.5398163397448,11.9016389846802,187.786880493164,1.81967222690582,46.1803283691406,16.5573768615723,0.721311450004578,48.3040021657944,59.4230034947395,35.7930016219616,95.9410035312176,94.0120040476322,145.052007704973
2020,2023,3,36.1,36.6,TRUE,0,"continuous","continuous",1,FALSE,"AMYCG",0.166666666666667,FALSE,"triploid","male",1,4,-0.893537142486394,2949.49750603777,0.00583611111111111,81.7128249198705,176.245895385742,34.8688507080078,9.0819673538208,11.9016389846802,187.786880493164,1.81967222690582,23.5379996299744,80.474000453949,117.403999209404,48.3040021657944,59.4230034947395,35.7930016219616
2018,2023,5,25.5,26.4,TRUE,0,"continuous","continuous",1,FALSE,"AMYT",0.18,FALSE,"triploid","female",1,0,-0.638135178278322,2810.17849414986,0.00711325,78.5398163397448,204.344268798828,18.9016399383545,9.77049160003662,5.0819673538208,315.344268798828,13.6065578460693,28.2569996714592,82.9989991486073,113.185000658035,44.0510024130344,60.6560020744801,46.9070017039776
2018,2023,5,31.2,32.3,TRUE,0,"continuous","continuous",1,FALSE,"APZE",0.22,FALSE,"unknown","female",6,5,-0.987154305480974,2993.97616152667,0.00546288422866992,109.358840271461,159.40983581543,47.8688507080078,20.2295093536377,34.6557388305664,334.836059570312,13.5737705230713,28.2639995217323,84.8539987802505,117.888998985291,43.8080022931099,61.7300028204918,50.1770017147064
2018,2020,2,26.8,27.5,TRUE,0,"continuous","continuous",1,FALSE,"AQPIX",0.35,FALSE,"triploid","female",0,0,-0.800165468171791,3013.05798890024,0.00674718934911243,84.948665353068,65.2131118774414,383.344268798828,29.2459011077881,130.934432983398,46.8688507080078,21.2950820922852,45.2010017633438,59.3320027589798,41.5890011489391,97.961003601551,93.796003729105,118.190005809069
2018,2020,2,25.5,26.1,TRUE,0,"continuous","continuous",1,FALSE,"AQPIX",0.300000000000001,FALSE,"triploid","female",0,0,-0.800165468171791,3013.05798890024,0.00674718934911243,84.948665353068,65.2131118774414,383.344268798828,29.2459011077881,130.934432983398,46.8688507080078,21.2950820922852,45.2010017633438,59.3320027589798,41.5890011489391,97.961003601551,93.796003729105,118.190005809069
2018,2020,2,23.7,24,TRUE,0,"continuous","continuous",1,FALSE,"AQPIX",0.15,FALSE,"triploid","female",0,0,-0.800165468171791,3013.05798890024,0.00674718934911243,84.948665353068,65.2131118774414,383.344268798828,29.2459011077881,130.934432983398,46.8688507080078,21.2950820922852,45.2010017633438,59.3320027589798,41.5890011489391,97.961003601551,93.796003729105,118.190005809069
2018,2020,2,20.7,21.8,TRUE,0,"continuous","continuous",1,TRUE,"AQPIX",0.550000000000001,FALSE,"triploid","female",0,0,-0.800165468171791,3013.05798890024,0.00674718934911243,84.948665353068,65.2131118774414,383.344268798828,29.2459011077881,130.934432983398,46.8688507080078,21.2950820922852,45.2010017633438,59.3320027589798,41.5890011489391,97.961003601551,93.796003729105,118.190005809069
2018,2020,2,39.6,40,TRUE,0,"continuous","continuous",1,FALSE,"AQPIX",0.199999999999999,FALSE,"triploid","female",0,0,-0.800165468171791,3013.05798890024,0.00674718934911243,84.948665353068,65.2131118774414,383.344268798828,29.2459011077881,130.934432983398,46.8688507080078,21.2950820922852,45.2010017633438,59.3320027589798,41.5890011489391,97.961003601551,93.796003729105,118.190005809069
2018,2020,2,17.4,18.7,TRUE,0,"continuous","continuous",1,FALSE,"AQPIX",0.65,FALSE,"triploid","female",0,0,-0.800165468171791,3013.05798890024,0.00674718934911243,84.948665353068,65.2131118774414,383.344268798828,29.2459011077881,130.934432983398,46.8688507080078,21.2950820922852,45.2010017633438,59.3320027589798,41.5890011489391,97.961003601551,93.796003729105,118.190005809069
2018,2020,2,11.2,11.7,TRUE,0,"continuous","continuous",1,FALSE,"AQPIX",0.25,FALSE,"triploid","female",0,0,-0.800165468171791,3013.05798890024,0.00674718934911243,84.948665353068,65.2131118774414,383.344268798828,29.2459011077881,130.934432983398,46.8688507080078,21.2950820922852,45.2010017633438,59.3320027589798,41.5890011489391,97.961003601551,93.796003729105,118.190005809069
2018,2020,2,39,39.7,TRUE,0,"continuous","continuous",1,TRUE,"AQPIX",0.350000000000001,FALSE,"triploid","female",0,0,-0.800165468171791,3013.05798890024,0.00674718934911243,84.948665353068,65.2131118774414,383.344268798828,29.2459011077881,130.934432983398,46.8688507080078,21.2950820922852,45.2010017633438,59.3320027589798,41.5890011489391,97.961003601551,93.796003729105,118.190005809069
2018,2020,2,21,21.6,TRUE,0,"continuous","continuous",1,TRUE,"AQPIX",0.300000000000001,FALSE,"triploid","female",0,0,-0.800165468171791,3013.05798890024,0.00674718934911243,84.948665353068,65.2131118774414,383.344268798828,29.2459011077881,130.934432983398,46.8688507080078,21.2950820922852,45.2010017633438,59.3320027589798,41.5890011489391,97.961003601551,93.796003729105,118.190005809069
2018,2020,2,12.3,12.9,TRUE,0,"continuous","continuous",1,FALSE,"AQPIX",0.3,FALSE,"triploid","female",0,0,-0.800165468171791,3013.05798890024,0.00674718934911243,84.948665353068,65.2131118774414,383.344268798828,29.2459011077881,130.934432983398,46.8688507080078,21.2950820922852,45.2010017633438,59.3320027589798,41.5890011489391,97.961003601551,93.796003729105,118.190005809069
2018,2020,2,28.8,29.2,TRUE,0,"continuous","continuous",1,FALSE,"AQPIX",0.199999999999999,FALSE,"triploid","female",0,0,-0.800165468171791,3013.05798890024,0.00674718934911243,84.948665353068,65.2131118774414,383.344268798828,29.2459011077881,130.934432983398,46.8688507080078,21.2950820922852,45.2010017633438,59.3320027589798,41.5890011489391,97.961003601551,93.796003729105,118.190005809069
2020,2023,3,27.5,28.2,TRUE,0,"continuous","continuous",1,TRUE,"AQPIX",0.233333333333333,FALSE,"triploid","female",1,0,-0.800165468171791,3013.05798890024,0.00706209705075446,91.6088417786784,299.737701416016,51.3278694152832,64.5737686157227,65.2131118774414,383.344268798828,29.2459011077881,28.5330004394054,91.5189999938011,117.834999620914,45.2010017633438,59.3320027589798,41.5890011489391
2020,2023,3,26.1,26.8,TRUE,0,"continuous","continuous",1,TRUE,"AQPIX",0.233333333333333,FALSE,"triploid","female",1,0,-0.800165468171791,3013.05798890024,0.00706209705075446,91.6088417786784,299.737701416016,51.3278694152832,64.5737686157227,65.2131118774414,383.344268798828,29.2459011077881,28.5330004394054,91.5189999938011,117.834999620914,45.2010017633438,59.3320027589798,41.5890011489391
2020,2023,3,24,25.1,TRUE,0,"continuous","continuous",1,FALSE,"AQPIX",0.366666666666667,FALSE,"triploid","female",1,0,-0.800165468171791,3013.05798890024,0.00706209705075446,91.6088417786784,299.737701416016,51.3278694152832,64.5737686157227,65.2131118774414,383.344268798828,29.2459011077881,28.5330004394054,91.5189999938011,117.834999620914,45.2010017633438,59.3320027589798,41.5890011489391
2020,2023,3,21.8,22.7,TRUE,0,"continuous","continuous",1,FALSE,"AQPIX",0.3,FALSE,"triploid","female",1,0,-0.800165468171791,3013.05798890024,0.00706209705075446,91.6088417786784,299.737701416016,51.3278694152832,64.5737686157227,65.2131118774414,383.344268798828,29.2459011077881,28.5330004394054,91.5189999938011,117.834999620914,45.2010017633438,59.3320027589798,41.5890011489391
2020,2023,3,40,42.3,TRUE,0,"continuous","continuous",1,FALSE,"AQPIX",0.766666666666666,FALSE,"triploid","female",1,0,-0.800165468171791,3013.05798890024,0.00706209705075446,91.6088417786784,299.737701416016,51.3278694152832,64.5737686157227,65.2131118774414,383.344268798828,29.2459011077881,28.5330004394054,91.5189999938011,117.834999620914,45.2010017633438,59.3320027589798,41.5890011489391
2020,2023,3,18.7,18,TRUE,0,"continuous","continuous",1,FALSE,"AQPIX",-0.233333333333333,FALSE,"triploid","female",1,0,-0.800165468171791,3013.05798890024,0.00706209705075446,91.6088417786784,299.737701416016,51.3278694152832,64.5737686157227,65.2131118774414,383.344268798828,29.2459011077881,28.5330004394054,91.5189999938011,117.834999620914,45.2010017633438,59.3320027589798,41.5890011489391
2020,2023,3,11.7,12.5,TRUE,0,"continuous","continuous",1,FALSE,"AQPIX",0.266666666666667,FALSE,"triploid","female",1,0,-0.800165468171791,3013.05798890024,0.00706209705075446,91.6088417786784,299.737701416016,51.3278694152832,64.5737686157227,65.2131118774414,383.344268798828,29.2459011077881,28.5330004394054,91.5189999938011,117.834999620914,45.2010017633438,59.3320027589798,41.5890011489391
2020,2023,3,39.7,41.8,TRUE,0,"continuous","continuous",1,FALSE,"AQPIX",0.699999999999998,FALSE,"triploid","female",1,0,-0.800165468171791,3013.05798890024,0.00706209705075446,91.6088417786784,299.737701416016,51.3278694152832,64.5737686157227,65.2131118774414,383.344268798828,29.2459011077881,28.5330004394054,91.5189999938011,117.834999620914,45.2010017633438,59.3320027589798,41.5890011489391
