"site_code","tag","year","date","field_team","unhealthy","cow","n_small_trees","n_medium_trees","n_small_dead","n_medium_dead","n_dead_down","n_standing_dead","site_notes","tree_num","species","found","dist","dir","f1","f2","POM","DBH","tree_notes","wounding_status","deadly_canker","deadly_canker_spp1","deadly_canker_spp2","black_canker","delta_dbh","delta_dbh_questionable","tree_status_dead","tree_status_damaged","tree_status_leaning","tree_status_multistem","Point_Type","Watershed","Latitude","Longitude","X.UTM","Y.UTM","Horz_Prec","Elevation","Cos.aspect","Slope","Summer.Insolation","Soil.type","Geologic.Unit","Fraction.Organic","d15N","d13C","fracN","fracC","Genotype","Ploidy_level"
"SJTZA",380,2018,2018-07-20,NA,NA,1,1,0,NA,NA,NA,NA,"Big cow wallow",5,"P. tremuloides","x",3.8,137,"0","a",NA,16.1,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE,FALSE,FALSE,"Random","Middle East River",38.9460842,-106.94041,331842.236411121,4312583.77980238,1.9,3143.57080172154,-0.296315908900733,13.3125582698008,21.1061534881592,"Talus","Qlf",0.106858696746903,NA,NA,NA,NA,"SJTZA","Triploid"
"SJTZA",380,2018,2018-07-20,NA,NA,1,1,0,NA,NA,NA,NA,"Big cow wallow",6,"P. tremuloides","x",4.3,220,"ch","1",NA,20.1,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,TRUE,TRUE,"Random","Middle East River",38.9460842,-106.94041,331842.236411121,4312583.77980238,1.9,3143.57080172154,-0.296315908900733,13.3125582698008,21.1061534881592,"Talus","Qlf",0.106858696746903,NA,NA,NA,NA,"SJTZA","Triploid"
"SJTZA",380,2018,2018-07-20,NA,NA,1,1,0,NA,NA,NA,NA,"Big cow wallow",7,"P. tremuloides","x",4.3,231,"ah","1",NA,24,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,TRUE,"Random","Middle East River",38.9460842,-106.94041,331842.236411121,4312583.77980238,1.9,3143.57080172154,-0.296315908900733,13.3125582698008,21.1061534881592,"Talus","Qlf",0.106858696746903,NA,NA,NA,NA,"SJTZA","Triploid"
"SJTZA",380,2018,2018-07-20,NA,NA,1,1,0,NA,NA,NA,NA,"Big cow wallow",8,"P. tremuloides","x",4.8,216,"ch","1",NA,22.8,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,TRUE,TRUE,"Random","Middle East River",38.9460842,-106.94041,331842.236411121,4312583.77980238,1.9,3143.57080172154,-0.296315908900733,13.3125582698008,21.1061534881592,"Talus","Qlf",0.106858696746903,NA,NA,NA,NA,"SJTZA","Triploid"
"SJTZA",380,2018,2018-07-20,NA,NA,1,1,0,NA,NA,NA,NA,"Big cow wallow",9,"P. tremuloides","x",4.6,226,"aqh","1",NA,26.4,NA,NA,NA,NA,NA,NA,NA,0,FALSE,TRUE,FALSE,TRUE,"Random","Middle East River",38.9460842,-106.94041,331842.236411121,4312583.77980238,1.9,3143.57080172154,-0.296315908900733,13.3125582698008,21.1061534881592,"Talus","Qlf",0.106858696746903,NA,NA,NA,NA,"SJTZA","Triploid"
"SJTZA",380,2018,2018-07-20,NA,NA,1,1,0,NA,NA,NA,NA,"Big cow wallow",10,"P. tremuloides","x",4.8,237,"a","1",NA,33.5,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,"Random","Middle East River",38.9460842,-106.94041,331842.236411121,4312583.77980238,1.9,3143.57080172154,-0.296315908900733,13.3125582698008,21.1061534881592,"Talus","Qlf",0.106858696746903,NA,NA,NA,NA,"SJTZA","Triploid"
"NJQHM",377,2018,2018-07-20,NA,0,1,36,0,NA,NA,NA,NA,NA,0,"P. tremuloides","x",0,NA,"c","1",NA,19,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,TRUE,FALSE,"Random","Middle East River",38.9479889,-106.93411,332392.731686493,4312783.56093387,2.1,3272.23560734924,-0.77846992549169,29.906021241973,23.8896770477295,"Soil","Qu",NA,NA,NA,NA,NA,"NJQHM",NA
"NJQHM",377,2018,2018-07-20,NA,0,1,36,0,NA,NA,NA,NA,NA,1,"P. tremuloides","x",2,280,"c","1",NA,14.1,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,TRUE,FALSE,"Random","Middle East River",38.9479889,-106.93411,332392.731686493,4312783.56093387,2.1,3272.23560734924,-0.77846992549169,29.906021241973,23.8896770477295,"Soil","Qu",NA,NA,NA,NA,NA,"NJQHM",NA
"NJQHM",377,2018,2018-07-20,NA,0,1,36,0,NA,NA,NA,NA,NA,2,"P. tremuloides","x",3,323,"c","1",NA,14,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,TRUE,FALSE,"Random","Middle East River",38.9479889,-106.93411,332392.731686493,4312783.56093387,2.1,3272.23560734924,-0.77846992549169,29.906021241973,23.8896770477295,"Soil","Qu",NA,NA,NA,NA,NA,"NJQHM",NA
"NJQHM",377,2018,2018-07-20,NA,0,1,36,0,NA,NA,NA,NA,NA,3,"P. tremuloides","x",1.8,65,"ch","1",NA,15.3,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,TRUE,TRUE,"Random","Middle East River",38.9479889,-106.93411,332392.731686493,4312783.56093387,2.1,3272.23560734924,-0.77846992549169,29.906021241973,23.8896770477295,"Soil","Qu",NA,NA,NA,NA,NA,"NJQHM",NA
"NJQHM",377,2018,2018-07-20,NA,0,1,36,0,NA,NA,NA,NA,NA,4,"P. tremuloides","x",2.2,59,"ch","1",NA,20.3,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,TRUE,TRUE,"Random","Middle East River",38.9479889,-106.93411,332392.731686493,4312783.56093387,2.1,3272.23560734924,-0.77846992549169,29.906021241973,23.8896770477295,"Soil","Qu",NA,NA,NA,NA,NA,"NJQHM",NA
"NJQHM",377,2018,2018-07-20,NA,0,1,36,0,NA,NA,NA,NA,NA,5,"P. tremuloides","x",2.9,130,"0","a",NA,10.4,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE,FALSE,FALSE,"Random","Middle East River",38.9479889,-106.93411,332392.731686493,4312783.56093387,2.1,3272.23560734924,-0.77846992549169,29.906021241973,23.8896770477295,"Soil","Qu",NA,NA,NA,NA,NA,"NJQHM",NA
"NJQHM",377,2018,2018-07-20,NA,0,1,36,0,NA,NA,NA,NA,NA,6,"P. tremuloides","x",2.9,135,"c","1",NA,17.4,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,TRUE,FALSE,"Random","Middle East River",38.9479889,-106.93411,332392.731686493,4312783.56093387,2.1,3272.23560734924,-0.77846992549169,29.906021241973,23.8896770477295,"Soil","Qu",NA,NA,NA,NA,NA,"NJQHM",NA
"NJQHM",377,2018,2018-07-20,NA,0,1,36,0,NA,NA,NA,NA,NA,7,"P. tremuloides","x",2.1,211,"a","1",NA,21,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,"Random","Middle East River",38.9479889,-106.93411,332392.731686493,4312783.56093387,2.1,3272.23560734924,-0.77846992549169,29.906021241973,23.8896770477295,"Soil","Qu",NA,NA,NA,NA,NA,"NJQHM",NA
"NJQHM",377,2018,2018-07-20,NA,0,1,36,0,NA,NA,NA,NA,NA,8,"P. tremuloides","x",2,223,"a","1",NA,17.7,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,"Random","Middle East River",38.9479889,-106.93411,332392.731686493,4312783.56093387,2.1,3272.23560734924,-0.77846992549169,29.906021241973,23.8896770477295,"Soil","Qu",NA,NA,NA,NA,NA,"NJQHM",NA
"NJQHM",377,2018,2018-07-20,NA,0,1,36,0,NA,NA,NA,NA,NA,9,"P. tremuloides","x",2.5,285,"0","a",NA,12.5,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE,FALSE,FALSE,"Random","Middle East River",38.9479889,-106.93411,332392.731686493,4312783.56093387,2.1,3272.23560734924,-0.77846992549169,29.906021241973,23.8896770477295,"Soil","Qu",NA,NA,NA,NA,NA,"NJQHM",NA
"NJQHM",377,2018,2018-07-20,NA,0,1,36,0,NA,NA,NA,NA,NA,10,"P. tremuloides","x",3.3,62,"ch","1",NA,18.1,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,TRUE,TRUE,"Random","Middle East River",38.9479889,-106.93411,332392.731686493,4312783.56093387,2.1,3272.23560734924,-0.77846992549169,29.906021241973,23.8896770477295,"Soil","Qu",NA,NA,NA,NA,NA,"NJQHM",NA
"NIBED",379,2018,2018-07-20,NA,1,0,0,0,NA,NA,NA,NA,NA,0,"P. tremuloides","x",0,NA,"ah","1",NA,28.8,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,TRUE,"Random","Middle East River",38.9451802,-106.9326,332516.984886643,4312469.06483388,0.5,3160.90036719374,-0.98138719233289,27.0027600377308,25.0415935516357,"Talus","Qm",NA,NA,NA,NA,NA,"NIBED","Triploid"
"NIBED",379,2018,2018-07-20,NA,1,0,0,0,NA,NA,NA,NA,NA,1,"P. tremuloides","x",0.7,137,"0h","a",NA,33,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE,FALSE,TRUE,"Random","Middle East River",38.9451802,-106.9326,332516.984886643,4312469.06483388,0.5,3160.90036719374,-0.98138719233289,27.0027600377308,25.0415935516357,"Talus","Qm",NA,NA,NA,NA,NA,"NIBED","Triploid"
"NIBED",379,2018,2018-07-20,NA,1,0,0,0,NA,NA,NA,NA,NA,2,"P. tremuloides","x",0.5,205,"ahi","1",NA,28.2,NA,NA,NA,NA,NA,NA,NA,0,FALSE,TRUE,FALSE,TRUE,"Random","Middle East River",38.9451802,-106.9326,332516.984886643,4312469.06483388,0.5,3160.90036719374,-0.98138719233289,27.0027600377308,25.0415935516357,"Talus","Qm",NA,NA,NA,NA,NA,"NIBED","Triploid"
"NIBED",379,2018,2018-07-20,NA,1,0,0,0,NA,NA,NA,NA,NA,3,"P. tremuloides","x",0.7,207,"ah","1",NA,14.9,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,TRUE,"Random","Middle East River",38.9451802,-106.9326,332516.984886643,4312469.06483388,0.5,3160.90036719374,-0.98138719233289,27.0027600377308,25.0415935516357,"Talus","Qm",NA,NA,NA,NA,NA,"NIBED","Triploid"
"NIBED",379,2018,2018-07-20,NA,1,0,0,0,NA,NA,NA,NA,NA,4,"P. tremuloides","x",3.3,224,"a","1",NA,30.9,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,"Random","Middle East River",38.9451802,-106.9326,332516.984886643,4312469.06483388,0.5,3160.90036719374,-0.98138719233289,27.0027600377308,25.0415935516357,"Talus","Qm",NA,NA,NA,NA,NA,"NIBED","Triploid"
"NIBED",379,2018,2018-07-20,NA,1,0,0,0,NA,NA,NA,NA,NA,5,"P. tremuloides","x",3.3,245,"a","1",NA,30.3,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,"Random","Middle East River",38.9451802,-106.9326,332516.984886643,4312469.06483388,0.5,3160.90036719374,-0.98138719233289,27.0027600377308,25.0415935516357,"Talus","Qm",NA,NA,NA,NA,NA,"NIBED","Triploid"
"NIBED",379,2018,2018-07-20,NA,1,0,0,0,NA,NA,NA,NA,NA,6,"P. tremuloides","x",2.6,255,"aqi","1",NA,21,NA,NA,NA,NA,NA,NA,NA,0,FALSE,TRUE,FALSE,FALSE,"Random","Middle East River",38.9451802,-106.9326,332516.984886643,4312469.06483388,0.5,3160.90036719374,-0.98138719233289,27.0027600377308,25.0415935516357,"Talus","Qm",NA,NA,NA,NA,NA,"NIBED","Triploid"
"NIBED",379,2018,2018-07-20,NA,1,0,0,0,NA,NA,NA,NA,NA,7,"P. tremuloides","x",2.9,20,"a","1",NA,9.9,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,"Random","Middle East River",38.9451802,-106.9326,332516.984886643,4312469.06483388,0.5,3160.90036719374,-0.98138719233289,27.0027600377308,25.0415935516357,"Talus","Qm",NA,NA,NA,NA,NA,"NIBED","Triploid"
"NIBED",379,2018,2018-07-20,NA,1,0,0,0,NA,NA,NA,NA,NA,8,"P. tremuloides","x",4.5,21,"a","1",NA,8.5,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,"Random","Middle East River",38.9451802,-106.9326,332516.984886643,4312469.06483388,0.5,3160.90036719374,-0.98138719233289,27.0027600377308,25.0415935516357,"Talus","Qm",NA,NA,NA,NA,NA,"NIBED","Triploid"
"NIBED",379,2018,2018-07-20,NA,1,0,0,0,NA,NA,NA,NA,NA,9,"P. tremuloides","x",4.5,309,"a","1",NA,7.5,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,"Random","Middle East River",38.9451802,-106.9326,332516.984886643,4312469.06483388,0.5,3160.90036719374,-0.98138719233289,27.0027600377308,25.0415935516357,"Talus","Qm",NA,NA,NA,NA,NA,"NIBED","Triploid"
"NIBED",379,2018,2018-07-20,NA,1,0,0,0,NA,NA,NA,NA,NA,10,"P. tremuloides","x",4.5,308,"a","1",NA,5,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,"Random","Middle East River",38.9451802,-106.9326,332516.984886643,4312469.06483388,0.5,3160.90036719374,-0.98138719233289,27.0027600377308,25.0415935516357,"Talus","Qm",NA,NA,NA,NA,NA,"NIBED","Triploid"
"MKBID",385,2018,2018-07-20,NA,1,1,0,0,NA,NA,NA,NA,NA,0,"P. tremuloides","x",0,NA,"aq","1",NA,13.5,"bark damage",NA,NA,NA,NA,NA,NA,0,FALSE,TRUE,FALSE,FALSE,"Random","Middle East River",38.9434089,-106.94751,331220.547414249,4312299.99387989,0.5,3076.24908117372,0.152933779090422,10.4187549709628,20.483434677124,"Soil","Km",NA,NA,NA,NA,NA,"MKBID","Triploid"
"MKBID",385,2018,2018-07-20,NA,1,1,0,0,NA,NA,NA,NA,NA,1,"P. tremuloides","x",1.8,286,"0","a",NA,8.9,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE,FALSE,FALSE,"Random","Middle East River",38.9434089,-106.94751,331220.547414249,4312299.99387989,0.5,3076.24908117372,0.152933779090422,10.4187549709628,20.483434677124,"Soil","Km",NA,NA,NA,NA,NA,"MKBID","Triploid"
"MKBID",385,2018,2018-07-20,NA,1,1,0,0,NA,NA,NA,NA,NA,2,"P. tremuloides","x",4,236,"0","a",NA,11.6,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE,FALSE,FALSE,"Random","Middle East River",38.9434089,-106.94751,331220.547414249,4312299.99387989,0.5,3076.24908117372,0.152933779090422,10.4187549709628,20.483434677124,"Soil","Km",NA,NA,NA,NA,NA,"MKBID","Triploid"
"MKBID",385,2018,2018-07-20,NA,1,1,0,0,NA,NA,NA,NA,NA,3,"P. tremuloides","x",4.4,167,"a","1",NA,18.3,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,"Random","Middle East River",38.9434089,-106.94751,331220.547414249,4312299.99387989,0.5,3076.24908117372,0.152933779090422,10.4187549709628,20.483434677124,"Soil","Km",NA,NA,NA,NA,NA,"MKBID","Triploid"
"MKBID",385,2018,2018-07-20,NA,1,1,0,0,NA,NA,NA,NA,NA,4,"P. tremuloides","x",4,130,"a","1",NA,9,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,"Random","Middle East River",38.9434089,-106.94751,331220.547414249,4312299.99387989,0.5,3076.24908117372,0.152933779090422,10.4187549709628,20.483434677124,"Soil","Km",NA,NA,NA,NA,NA,"MKBID","Triploid"
"MKBID",385,2018,2018-07-20,NA,1,1,0,0,NA,NA,NA,NA,NA,5,"P. tremuloides","x",4.6,110,"a","1",NA,6.8,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,"Random","Middle East River",38.9434089,-106.94751,331220.547414249,4312299.99387989,0.5,3076.24908117372,0.152933779090422,10.4187549709628,20.483434677124,"Soil","Km",NA,NA,NA,NA,NA,"MKBID","Triploid"
"MKBID",385,2018,2018-07-20,NA,1,1,0,0,NA,NA,NA,NA,NA,6,"P. tremuloides","x",4.4,103,"ah","1",NA,6.5,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,TRUE,"Random","Middle East River",38.9434089,-106.94751,331220.547414249,4312299.99387989,0.5,3076.24908117372,0.152933779090422,10.4187549709628,20.483434677124,"Soil","Km",NA,NA,NA,NA,NA,"MKBID","Triploid"
"MKBID",385,2018,2018-07-20,NA,1,1,0,0,NA,NA,NA,NA,NA,7,"P. tremuloides","x",5.5,75,"a","1",NA,13.7,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,"Random","Middle East River",38.9434089,-106.94751,331220.547414249,4312299.99387989,0.5,3076.24908117372,0.152933779090422,10.4187549709628,20.483434677124,"Soil","Km",NA,NA,NA,NA,NA,"MKBID","Triploid"
"MKBID",385,2018,2018-07-20,NA,1,1,0,0,NA,NA,NA,NA,NA,8,"P. tremuloides","x",4.8,272,"0","a",NA,8.5,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE,FALSE,FALSE,"Random","Middle East River",38.9434089,-106.94751,331220.547414249,4312299.99387989,0.5,3076.24908117372,0.152933779090422,10.4187549709628,20.483434677124,"Soil","Km",NA,NA,NA,NA,NA,"MKBID","Triploid"
"MKBID",385,2018,2018-07-20,NA,1,1,0,0,NA,NA,NA,NA,NA,9,"P. tremuloides","x",6.8,305,"0","a",NA,7.3,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE,FALSE,FALSE,"Random","Middle East River",38.9434089,-106.94751,331220.547414249,4312299.99387989,0.5,3076.24908117372,0.152933779090422,10.4187549709628,20.483434677124,"Soil","Km",NA,NA,NA,NA,NA,"MKBID","Triploid"
"MKBID",385,2018,2018-07-20,NA,1,1,0,0,NA,NA,NA,NA,NA,10,"P. tremuloides","x",7.3,53,"a","1",NA,10.9,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,"Random","Middle East River",38.9434089,-106.94751,331220.547414249,4312299.99387989,0.5,3076.24908117372,0.152933779090422,10.4187549709628,20.483434677124,"Soil","Km",NA,NA,NA,NA,NA,"MKBID","Triploid"
"LIAHQ",382,2018,2018-07-20,NA,NA,1,4,0,NA,NA,NA,NA,NA,0,"P. tremuloides","x",0,NA,"c","1",NA,22,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,TRUE,FALSE,"Random","Middle East River",38.9369166,-106.94047,331815.369811286,4311566.43856974,1,3033.04415621337,-0.287025976952191,20.2604595683639,20.4861106872559,"Soil","Qu",NA,NA,NA,NA,NA,"LIAHQ","Triploid"
"LIAHQ",382,2018,2018-07-20,NA,NA,1,4,0,NA,NA,NA,NA,NA,1,"P. tremuloides","x",1.7,173,"c","1",NA,10.9,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,TRUE,FALSE,"Random","Middle East River",38.9369166,-106.94047,331815.369811286,4311566.43856974,1,3033.04415621337,-0.287025976952191,20.2604595683639,20.4861106872559,"Soil","Qu",NA,NA,NA,NA,NA,"LIAHQ","Triploid"
"LIAHQ",382,2018,2018-07-20,NA,NA,1,4,0,NA,NA,NA,NA,NA,2,"P. tremuloides","x",1.3,350,"a","1",NA,20.7,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,"Random","Middle East River",38.9369166,-106.94047,331815.369811286,4311566.43856974,1,3033.04415621337,-0.287025976952191,20.2604595683639,20.4861106872559,"Soil","Qu",NA,NA,NA,NA,NA,"LIAHQ","Triploid"
"LIAHQ",382,2018,2018-07-20,NA,NA,1,4,0,NA,NA,NA,NA,NA,3,"P. tremuloides","x",1.6,256,"c","1",NA,15.8,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,TRUE,FALSE,"Random","Middle East River",38.9369166,-106.94047,331815.369811286,4311566.43856974,1,3033.04415621337,-0.287025976952191,20.2604595683639,20.4861106872559,"Soil","Qu",NA,NA,NA,NA,NA,"LIAHQ","Triploid"
"LIAHQ",382,2018,2018-07-20,NA,NA,1,4,0,NA,NA,NA,NA,NA,4,"P. tremuloides","x",1.7,240,"0","a",NA,6.1,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE,FALSE,FALSE,"Random","Middle East River",38.9369166,-106.94047,331815.369811286,4311566.43856974,1,3033.04415621337,-0.287025976952191,20.2604595683639,20.4861106872559,"Soil","Qu",NA,NA,NA,NA,NA,"LIAHQ","Triploid"
"LIAHQ",382,2018,2018-07-20,NA,NA,1,4,0,NA,NA,NA,NA,NA,5,"P. tremuloides","x",3.1,270,"a","1",NA,15,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,"Random","Middle East River",38.9369166,-106.94047,331815.369811286,4311566.43856974,1,3033.04415621337,-0.287025976952191,20.2604595683639,20.4861106872559,"Soil","Qu",NA,NA,NA,NA,NA,"LIAHQ","Triploid"
"LIAHQ",382,2018,2018-07-20,NA,NA,1,4,0,NA,NA,NA,NA,NA,6,"P. tremuloides","x",3.4,227,"c","1",NA,5.4,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,TRUE,FALSE,"Random","Middle East River",38.9369166,-106.94047,331815.369811286,4311566.43856974,1,3033.04415621337,-0.287025976952191,20.2604595683639,20.4861106872559,"Soil","Qu",NA,NA,NA,NA,NA,"LIAHQ","Triploid"
"LIAHQ",382,2018,2018-07-20,NA,NA,1,4,0,NA,NA,NA,NA,NA,7,"P. tremuloides","x",3,150,"a","1",NA,7,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,"Random","Middle East River",38.9369166,-106.94047,331815.369811286,4311566.43856974,1,3033.04415621337,-0.287025976952191,20.2604595683639,20.4861106872559,"Soil","Qu",NA,NA,NA,NA,NA,"LIAHQ","Triploid"
"LIAHQ",382,2018,2018-07-20,NA,NA,1,4,0,NA,NA,NA,NA,NA,8,"P. tremuloides","x",3.6,5,"c","1",NA,8.1,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,TRUE,FALSE,"Random","Middle East River",38.9369166,-106.94047,331815.369811286,4311566.43856974,1,3033.04415621337,-0.287025976952191,20.2604595683639,20.4861106872559,"Soil","Qu",NA,NA,NA,NA,NA,"LIAHQ","Triploid"
"LIAHQ",382,2018,2018-07-20,NA,NA,1,4,0,NA,NA,NA,NA,NA,9,"P. tremuloides","x",3.4,335,"a","1",NA,5,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,"Random","Middle East River",38.9369166,-106.94047,331815.369811286,4311566.43856974,1,3033.04415621337,-0.287025976952191,20.2604595683639,20.4861106872559,"Soil","Qu",NA,NA,NA,NA,NA,"LIAHQ","Triploid"
"LIAHQ",382,2018,2018-07-20,NA,NA,1,4,0,NA,NA,NA,NA,NA,10,"P. tremuloides","x",4.4,27,"c","1",NA,20.2,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,TRUE,FALSE,"Random","Middle East River",38.9369166,-106.94047,331815.369811286,4311566.43856974,1,3033.04415621337,-0.287025976952191,20.2604595683639,20.4861106872559,"Soil","Qu",NA,NA,NA,NA,NA,"LIAHQ","Triploid"
"KXAYQ",383,2018,2018-07-20,NA,0,1,5,0,NA,NA,NA,NA,NA,0,"P. tremuloides","x",0,NA,"a","1",NA,23.4,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,"Random","Middle East River",38.9390821,-106.94368,331542.255686308,4311812.70263155,0.6,2985.88584309478,-0.632608464814308,17.5943358367174,22.3099746704102,"Talus","Qlf",NA,NA,NA,NA,NA,"KXAYQ_383_18","Triploid"
"KXAYQ",383,2018,2018-07-20,NA,0,1,5,0,NA,NA,NA,NA,NA,1,"P. tremuloides","x",1.7,45,"a","1",NA,29.5,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,"Random","Middle East River",38.9390821,-106.94368,331542.255686308,4311812.70263155,0.6,2985.88584309478,-0.632608464814308,17.5943358367174,22.3099746704102,"Talus","Qlf",NA,NA,NA,NA,NA,"KXAYQ_383_18","Triploid"
"KXAYQ",383,2018,2018-07-20,NA,0,1,5,0,NA,NA,NA,NA,NA,2,"P. tremuloides","x",3.9,111,"a","1",NA,25.3,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,"Random","Middle East River",38.9390821,-106.94368,331542.255686308,4311812.70263155,0.6,2985.88584309478,-0.632608464814308,17.5943358367174,22.3099746704102,"Talus","Qlf",NA,NA,NA,NA,NA,"KXAYQ_383_18","Triploid"
"KXAYQ",383,2018,2018-07-20,NA,0,1,5,0,NA,NA,NA,NA,NA,3,"P. tremuloides","x",4,113,"c","1",NA,19.1,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,TRUE,FALSE,"Random","Middle East River",38.9390821,-106.94368,331542.255686308,4311812.70263155,0.6,2985.88584309478,-0.632608464814308,17.5943358367174,22.3099746704102,"Talus","Qlf",NA,NA,NA,NA,NA,"KXAYQ_383_18","Triploid"
"KXAYQ",383,2018,2018-07-20,NA,0,1,5,0,NA,NA,NA,NA,NA,4,"P. tremuloides","x",4.8,111,"a","1",NA,26.4,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,"Random","Middle East River",38.9390821,-106.94368,331542.255686308,4311812.70263155,0.6,2985.88584309478,-0.632608464814308,17.5943358367174,22.3099746704102,"Talus","Qlf",NA,NA,NA,NA,NA,"KXAYQ_383_18","Triploid"
"KXAYQ",383,2018,2018-07-20,NA,0,1,5,0,NA,NA,NA,NA,NA,5,"P. tremuloides","x",5,134,"a","1",NA,26,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,"Random","Middle East River",38.9390821,-106.94368,331542.255686308,4311812.70263155,0.6,2985.88584309478,-0.632608464814308,17.5943358367174,22.3099746704102,"Talus","Qlf",NA,NA,NA,NA,NA,"KXAYQ_383_18","Triploid"
"KXAYQ",383,2018,2018-07-20,NA,0,1,5,0,NA,NA,NA,NA,NA,6,"P. tremuloides","x",4.1,269,"ah","1",NA,30,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,TRUE,"Random","Middle East River",38.9390821,-106.94368,331542.255686308,4311812.70263155,0.6,2985.88584309478,-0.632608464814308,17.5943358367174,22.3099746704102,"Talus","Qlf",NA,NA,NA,NA,NA,"KXAYQ_383_18","Triploid"
"KXAYQ",383,2018,2018-07-20,NA,0,1,5,0,NA,NA,NA,NA,NA,7,"P. tremuloides","x",4.6,266,"ah","1",NA,25.5,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,TRUE,"Random","Middle East River",38.9390821,-106.94368,331542.255686308,4311812.70263155,0.6,2985.88584309478,-0.632608464814308,17.5943358367174,22.3099746704102,"Talus","Qlf",NA,NA,NA,NA,NA,"KXAYQ_383_18","Triploid"
"KXAYQ",383,2018,2018-07-20,NA,0,1,5,0,NA,NA,NA,NA,NA,8,"P. tremuloides","x",7.2,309,"a","1",NA,29.2,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,"Random","Middle East River",38.9390821,-106.94368,331542.255686308,4311812.70263155,0.6,2985.88584309478,-0.632608464814308,17.5943358367174,22.3099746704102,"Talus","Qlf",NA,NA,NA,NA,NA,"KXAYQ_383_18","Triploid"
